X,Y,Rang,Type,ID
770246.569101662,6270658.04552855,9,Site,634
770250.836794582,6270655.44038035,9,Site,635
770255.104487502,6270652.83523215,9,Site,636
770259.372180421,6270650.23008395,9,Site,637
770263.639873341,6270647.62493575,9,Site,638
770267.907566261,6270645.01978755,9,Site,639
770272.175259181,6270642.41463935,9,Site,640
770276.4429521,6270639.80949115,9,Site,641
770280.71064502,6270637.20434295,9,Site,642
770284.97833794,6270634.59919475,9,Site,643
770289.24603086,6270631.99404655,9,Site,644
770293.513723779,6270629.38889836,9,Site,645
770297.781416699,6270626.78375016,9,Site,646
770302.049109619,6270624.17860196,9,Site,647
770306.316802539,6270621.57345376,9,Site,648
770310.584495459,6270618.96830556,9,Site,649
770314.852188378,6270616.36315736,9,Site,650
770319.119881298,6270613.75800916,9,Site,651
770323.387574218,6270611.15286096,9,Site,652
770327.655267138,6270608.54771276,9,Site,653
770331.922960057,6270605.94256456,9,Site,654
770336.190652977,6270603.33741636,9,Site,655
770340.458345897,6270600.73226816,9,Site,656
770344.726038817,6270598.12711996,9,Site,657
770348.993731736,6270595.52197176,9,Site,658
770353.261424656,6270592.91682356,9,Site,659
770357.529117576,6270590.31167536,9,Site,660
770361.796810496,6270587.70652716,9,Site,661
770366.064503415,6270585.10137896,9,Site,662
770189.540868389,6270690.2094073,9,Site,663
770193.807643098,6270687.60275551,9,Site,664
770198.074417808,6270684.99610371,9,Site,665
770202.341192518,6270682.38945192,9,Site,666
770206.607967228,6270679.78280012,9,Site,667
770210.874741938,6270677.17614833,9,Site,668
770215.141516647,6270674.56949654,9,Site,669
770219.408291357,6270671.96284474,9,Site,670
770223.675066067,6270669.35619295,9,Site,671
770227.941840777,6270666.74954115,9,Site,672
770232.208615487,6270664.14288936,9,Site,673
770236.475390196,6270661.53623757,9,Site,674
770240.742164906,6270658.92958577,9,Site,675
770245.008939616,6270656.32293398,9,Site,676
770249.275714326,6270653.71628218,9,Site,677
770253.542489036,6270651.10963039,9,Site,678
770257.809263745,6270648.50297859,9,Site,679
770262.076038455,6270645.8963268,9,Site,680
770266.342813165,6270643.28967501,9,Site,681
770270.609587875,6270640.68302321,9,Site,682
770274.876362585,6270638.07637142,9,Site,683
770279.143137294,6270635.46971962,9,Site,684
770283.409912004,6270632.86306783,9,Site,685
770287.676686714,6270630.25641604,9,Site,686
770291.943461424,6270627.64976424,9,Site,687
770296.210236134,6270625.04311245,9,Site,688
770300.477010844,6270622.43646065,9,Site,689
770304.743785553,6270619.82980886,9,Site,690
770309.010560263,6270617.22315706,9,Site,691
770313.277334973,6270614.61650527,9,Site,692
770317.544109683,6270612.00985348,9,Site,693
770321.810884393,6270609.40320168,9,Site,694
770326.077659102,6270606.79654989,9,Site,695
770330.344433812,6270604.1898981,9,Site,696
770334.611208522,6270601.5832463,9,Site,697
770338.877983232,6270598.97659451,9,Site,698
770343.144757942,6270596.36994271,9,Site,699
770347.411532651,6270593.76329092,9,Site,700
770351.678307361,6270591.15663912,9,Site,701
770355.945082071,6270588.54998733,9,Site,702
770360.211856781,6270585.94333554,9,Site,703
770364.478631491,6270583.33668374,9,Site,704
770192.327673958,6270694.38961565,10,Site,705
770196.591425408,6270691.77802159,10,Site,706
770200.855176858,6270689.16642752,10,Site,707
770205.118928307,6270686.55483345,10,Site,708
770209.382679757,6270683.94323938,10,Site,709
770213.646431207,6270681.33164532,10,Site,710
770217.910182657,6270678.72005125,10,Site,711
770222.173934106,6270676.10845718,10,Site,712
770226.437685556,6270673.49686311,10,Site,713
770230.701437006,6270670.88526904,10,Site,714
770234.965188455,6270668.27367498,10,Site,715
770239.228939905,6270665.66208091,10,Site,716
770243.492691355,6270663.05048684,10,Site,717
770247.756442805,6270660.43889277,10,Site,718
770252.020194254,6270657.82729871,10,Site,719
770256.283945704,6270655.21570464,10,Site,720
770260.547697154,6270652.60411057,10,Site,721
770264.811448604,6270649.9925165,10,Site,722
770269.075200053,6270647.38092243,10,Site,723
770273.338951503,6270644.76932837,10,Site,724
770277.602702953,6270642.1577343,10,Site,725
770281.866454402,6270639.54614023,10,Site,726
770286.130205852,6270636.93454616,10,Site,727
770290.393957302,6270634.3229521,10,Site,728
770294.657708752,6270631.71135803,10,Site,729
770298.921460201,6270629.09976396,10,Site,730
770303.185211651,6270626.48816989,10,Site,731
770307.448963101,6270623.87657582,10,Site,732
770311.71271455,6270621.26498176,10,Site,733
770315.976466,6270618.65338769,10,Site,734
770320.24021745,6270616.04179362,10,Site,735
770324.503968899,6270613.43019955,10,Site,736
770328.767720349,6270610.81860549,10,Site,737
770333.031471799,6270608.20701142,10,Site,738
770337.295223249,6270605.59541735,10,Site,739
770341.558974698,6270602.98382328,10,Site,740
770345.822726148,6270600.37222921,10,Site,741
770350.086477598,6270597.76063515,10,Site,742
770354.350229048,6270595.14904108,10,Site,743
770358.613980497,6270592.53744701,10,Site,744
770362.877731947,6270589.92585294,10,Site,745
770367.141483397,6270587.31425887,10,Site,746
770191.089093705,6270691.91245515,10,Site,747
770195.356786625,6270689.30730695,10,Site,748
770199.624479545,6270686.70215875,10,Site,749
770203.892172464,6270684.09701055,10,Site,750
770208.159865384,6270681.49186235,10,Site,751
770212.427558304,6270678.88671415,10,Site,752
770216.695251224,6270676.28156595,10,Site,753
770220.962944143,6270673.67641775,10,Site,754
770225.230637063,6270671.07126955,10,Site,755
770229.498329983,6270668.46612135,10,Site,756
770233.766022903,6270665.86097315,10,Site,757
770238.033715823,6270663.25582495,10,Site,758
770242.301408742,6270660.65067675,10,Site,759
770246.569101662,6270658.04552855,10,Site,760
770250.836794582,6270655.44038035,10,Site,761
770255.104487502,6270652.83523215,10,Site,762
770259.372180421,6270650.23008395,10,Site,763
770263.639873341,6270647.62493575,10,Site,764
770267.907566261,6270645.01978755,10,Site,765
770272.175259181,6270642.41463935,10,Site,766
770276.4429521,6270639.80949115,10,Site,767
770280.71064502,6270637.20434295,10,Site,768
770284.97833794,6270634.59919475,10,Site,769
770289.24603086,6270631.99404655,10,Site,770
770293.513723779,6270629.38889836,10,Site,771
770297.781416699,6270626.78375016,10,Site,772
770302.049109619,6270624.17860196,10,Site,773
770306.316802539,6270621.57345376,10,Site,774
770310.584495459,6270618.96830556,10,Site,775
770314.852188378,6270616.36315736,10,Site,776
770319.119881298,6270613.75800916,10,Site,777
770323.387574218,6270611.15286096,10,Site,778
770327.655267138,6270608.54771276,10,Site,779
770331.922960057,6270605.94256456,10,Site,780
770336.190652977,6270603.33741636,10,Site,781
770340.458345897,6270600.73226816,10,Site,782
770344.726038817,6270598.12711996,10,Site,783
770348.993731736,6270595.52197176,10,Site,784
770353.261424656,6270592.91682356,10,Site,785
770357.529117576,6270590.31167536,10,Site,786
770361.796810496,6270587.70652716,10,Site,787
770366.064503415,6270585.10137896,10,Site,788
770193.566254211,6270696.40230857,11,Site,789
770197.833669439,6270693.79670551,11,Site,790
770202.101084667,6270691.19110246,11,Site,791
770206.368499895,6270688.58549941,11,Site,792
770210.635915124,6270685.97989635,11,Site,793
770214.903330351,6270683.3742933,11,Site,794
770219.17074558,6270680.76869025,11,Site,795
770223.438160807,6270678.16308719,11,Site,796
770227.705576036,6270675.55748414,11,Site,797
770231.972991264,6270672.95188109,11,Site,798
770236.240406492,6270670.34627803,11,Site,799
770240.50782172,6270667.74067498,11,Site,800
770244.775236948,6270665.13507193,11,Site,801
770249.042652176,6270662.52946887,11,Site,802
770253.310067404,6270659.92386582,11,Site,803
770257.577482632,6270657.31826277,11,Site,804
770261.84489786,6270654.71265971,11,Site,805
770266.112313088,6270652.10705666,11,Site,806
770270.379728316,6270649.50145361,11,Site,807
770274.647143544,6270646.89585055,11,Site,808
770278.914558772,6270644.2902475,11,Site,809
770283.181974,6270641.68464445,11,Site,810
770287.449389228,6270639.07904139,11,Site,811
770291.716804456,6270636.47343834,11,Site,812
770295.984219684,6270633.86783529,11,Site,813
770300.251634912,6270631.26223223,11,Site,814
770304.51905014,6270628.65662918,11,Site,815
770308.786465368,6270626.05102613,11,Site,816
770313.053880596,6270623.44542307,11,Site,817
770317.321295824,6270620.83982002,11,Site,818
770321.588711052,6270618.23421697,11,Site,819
770325.85612628,6270615.62861391,11,Site,820
770330.123541508,6270613.02301086,11,Site,821
770334.390956736,6270610.41740781,11,Site,822
770338.658371964,6270607.81180475,11,Site,823
770342.925787192,6270605.2062017,11,Site,824
770347.19320242,6270602.60059865,11,Site,825
770351.460617648,6270599.99499559,11,Site,826
770355.728032876,6270597.38939254,11,Site,827
770359.995448104,6270594.78378949,11,Site,828
770364.262863332,6270592.17818643,11,Site,829
770368.53027856,6270589.57258338,11,Site,830
770192.327673958,6270694.38961565,11,Site,831
770196.591425408,6270691.77802159,11,Site,832
770200.855176858,6270689.16642752,11,Site,833
770205.118928307,6270686.55483345,11,Site,834
770209.382679757,6270683.94323938,11,Site,835
770213.646431207,6270681.33164532,11,Site,836
770217.910182657,6270678.72005125,11,Site,837
770222.173934106,6270676.10845718,11,Site,838
770226.437685556,6270673.49686311,11,Site,839
770230.701437006,6270670.88526904,11,Site,840
770234.965188455,6270668.27367498,11,Site,841
770239.228939905,6270665.66208091,11,Site,842
770243.492691355,6270663.05048684,11,Site,843
770247.756442805,6270660.43889277,11,Site,844
770252.020194254,6270657.82729871,11,Site,845
770256.283945704,6270655.21570464,11,Site,846
770260.547697154,6270652.60411057,11,Site,847
770264.811448604,6270649.9925165,11,Site,848
770269.075200053,6270647.38092243,11,Site,849
770273.338951503,6270644.76932837,11,Site,850
770277.602702953,6270642.1577343,11,Site,851
770281.866454402,6270639.54614023,11,Site,852
770286.130205852,6270636.93454616,11,Site,853
770290.393957302,6270634.3229521,11,Site,854
770294.657708752,6270631.71135803,11,Site,855
770298.921460201,6270629.09976396,11,Site,856
770303.185211651,6270626.48816989,11,Site,857
770307.448963101,6270623.87657582,11,Site,858
770311.71271455,6270621.26498176,11,Site,859
770315.976466,6270618.65338769,11,Site,860
770320.24021745,6270616.04179362,11,Site,861
770324.503968899,6270613.43019955,11,Site,862
770328.767720349,6270610.81860549,11,Site,863
770333.031471799,6270608.20701142,11,Site,864
770337.295223249,6270605.59541735,11,Site,865
770341.558974698,6270602.98382328,11,Site,866
770345.822726148,6270600.37222921,11,Site,867
770350.086477598,6270597.76063515,11,Site,868
770354.350229048,6270595.14904108,11,Site,869
770358.613980497,6270592.53744701,11,Site,870
770362.877731947,6270589.92585294,11,Site,871
770367.141483397,6270587.31425887,11,Site,872
770195.114479528,6270698.72464654,12,Site,873
770199.376205901,6270696.10974916,12,Site,874
770203.637932274,6270693.49485178,12,Site,875
770207.899658647,6270690.87995439,12,Site,876
770212.161385019,6270688.26505701,12,Site,877
770216.423111392,6270685.65015963,12,Site,878
770220.684837765,6270683.03526224,12,Site,879
770224.946564138,6270680.42036486,12,Site,880
770229.208290511,6270677.80546748,12,Site,881
770233.470016884,6270675.1905701,12,Site,882
770237.731743257,6270672.57567271,12,Site,883
770241.99346963,6270669.96077533,12,Site,884
770246.255196002,6270667.34587795,12,Site,885
770250.516922375,6270664.73098056,12,Site,886
770254.778648748,6270662.11608318,12,Site,887
770259.040375121,6270659.5011858,12,Site,888
770263.302101494,6270656.88628842,12,Site,889
770267.563827867,6270654.27139103,12,Site,890
770271.82555424,6270651.65649365,12,Site,891
770276.087280613,6270649.04159627,12,Site,892
770280.349006985,6270646.42669888,12,Site,893
770284.610733358,6270643.8118015,12,Site,894
770288.872459731,6270641.19690412,12,Site,895
770293.134186104,6270638.58200674,12,Site,896
770297.395912477,6270635.96710935,12,Site,897
770301.65763885,6270633.35221197,12,Site,898
770305.919365223,6270630.73731459,12,Site,899
770310.181091596,6270628.12241721,12,Site,900
770314.442817968,6270625.50751982,12,Site,901
770318.704544341,6270622.89262244,12,Site,902
770322.966270714,6270620.27772506,12,Site,903
770327.227997087,6270617.66282767,12,Site,904
770331.48972346,6270615.04793029,12,Site,905
770335.751449833,6270612.43303291,12,Site,906
770340.013176206,6270609.81813553,12,Site,907
770344.274902579,6270607.20323814,12,Site,908
770348.536628951,6270604.58834076,12,Site,909
770352.798355324,6270601.97344338,12,Site,910
770357.060081697,6270599.35854599,12,Site,911
770361.32180807,6270596.74364861,12,Site,912
770365.583534443,6270594.12875123,12,Site,913
770369.845260816,6270591.51385385,12,Site,914
770193.566254211,6270696.40230857,12,Site,915
770197.833669439,6270693.79670551,12,Site,916
770202.101084667,6270691.19110246,12,Site,917
770206.368499895,6270688.58549941,12,Site,918
770210.635915124,6270685.97989635,12,Site,919
770214.903330351,6270683.3742933,12,Site,920
770219.17074558,6270680.76869025,12,Site,921
770223.438160807,6270678.16308719,12,Site,922
770227.705576036,6270675.55748414,12,Site,923
770231.972991264,6270672.95188109,12,Site,924
770236.240406492,6270670.34627803,12,Site,925
770240.50782172,6270667.74067498,12,Site,926
770244.775236948,6270665.13507193,12,Site,927
770249.042652176,6270662.52946887,12,Site,928
770253.310067404,6270659.92386582,12,Site,929
770257.577482632,6270657.31826277,12,Site,930
770261.84489786,6270654.71265971,12,Site,931
770266.112313088,6270652.10705666,12,Site,932
770270.379728316,6270649.50145361,12,Site,933
770274.647143544,6270646.89585055,12,Site,934
770278.914558772,6270644.2902475,12,Site,935
770283.181974,6270641.68464445,12,Site,936
770287.449389228,6270639.07904139,12,Site,937
770291.716804456,6270636.47343834,12,Site,938
770295.984219684,6270633.86783529,12,Site,939
770300.251634912,6270631.26223223,12,Site,940
770304.51905014,6270628.65662918,12,Site,941
770308.786465368,6270626.05102613,12,Site,942
770313.053880596,6270623.44542307,12,Site,943
770317.321295824,6270620.83982002,12,Site,944
770321.588711052,6270618.23421697,12,Site,945
770325.85612628,6270615.62861391,12,Site,946
770330.123541508,6270613.02301086,12,Site,947
770334.390956736,6270610.41740781,12,Site,948
770338.658371964,6270607.81180475,12,Site,949
770342.925787192,6270605.2062017,12,Site,950
770347.19320242,6270602.60059865,12,Site,951
770351.460617648,6270599.99499559,12,Site,952
770355.728032876,6270597.38939254,12,Site,953
770359.995448104,6270594.78378949,12,Site,954
770364.262863332,6270592.17818643,12,Site,955
770368.53027856,6270589.57258338,12,Site,956
770196.043414718,6270700.89216198,13,Site,957
770200.308544324,6270698.28281926,13,Site,958
770204.57367393,6270695.67347654,13,Site,959
770208.838803536,6270693.06413382,13,Site,960
770213.103933142,6270690.45479109,13,Site,961
770217.369062748,6270687.84544837,13,Site,962
770221.634192354,6270685.23610565,13,Site,963
770225.89932196,6270682.62676293,13,Site,964
770230.164451566,6270680.0174202,13,Site,965
770234.429581172,6270677.40807748,13,Site,966
770238.694710778,6270674.79873476,13,Site,967
770242.959840384,6270672.18939204,13,Site,968
770247.22496999,6270669.58004931,13,Site,969
770251.490099596,6270666.97070659,13,Site,970
770255.755229202,6270664.36136387,13,Site,971
770260.020358808,6270661.75202115,13,Site,972
770264.285488414,6270659.14267842,13,Site,973
770268.55061802,6270656.5333357,13,Site,974
770272.815747626,6270653.92399298,13,Site,975
770277.080877232,6270651.31465026,13,Site,976
770281.346006838,6270648.70530753,13,Site,977
770285.611136444,6270646.09596481,13,Site,978
770289.87626605,6270643.48662209,13,Site,979
770294.141395656,6270640.87727937,13,Site,980
770298.406525262,6270638.26793664,13,Site,981
770302.671654868,6270635.65859392,13,Site,982
770306.936784474,6270633.0492512,13,Site,983
770311.20191408,6270630.43990847,13,Site,984
770315.467043687,6270627.83056575,13,Site,985
770319.732173293,6270625.22122303,13,Site,986
770323.997302899,6270622.61188031,13,Site,987
770328.262432505,6270620.00253758,13,Site,988
770332.527562111,6270617.39319486,13,Site,989
770336.792691717,6270614.78385214,13,Site,990
770341.057821323,6270612.17450942,13,Site,991
770345.322950929,6270609.56516669,13,Site,992
770349.588080535,6270606.95582397,13,Site,993
770353.853210141,6270604.34648125,13,Site,994
770358.118339747,6270601.73713853,13,Site,995
770362.383469353,6270599.1277958,13,Site,996
770366.648598959,6270596.51845308,13,Site,997
770370.913728565,6270593.90911036,13,Site,998
770195.114479528,6270698.72464654,13,Site,999
770199.376205901,6270696.10974916,13,Site,1000
770203.637932274,6270693.49485178,13,Site,1001
770207.899658647,6270690.87995439,13,Site,1002
770212.161385019,6270688.26505701,13,Site,1003
770216.423111392,6270685.65015963,13,Site,1004
770220.684837765,6270683.03526224,13,Site,1005
770224.946564138,6270680.42036486,13,Site,1006
770229.208290511,6270677.80546748,13,Site,1007
770233.470016884,6270675.1905701,13,Site,1008
770237.731743257,6270672.57567271,13,Site,1009
770241.99346963,6270669.96077533,13,Site,1010
770246.255196002,6270667.34587795,13,Site,1011
770250.516922375,6270664.73098056,13,Site,1012
770254.778648748,6270662.11608318,13,Site,1013
770259.040375121,6270659.5011858,13,Site,1014
770263.302101494,6270656.88628842,13,Site,1015
770267.563827867,6270654.27139103,13,Site,1016
770271.82555424,6270651.65649365,13,Site,1017
770276.087280613,6270649.04159627,13,Site,1018
770280.349006985,6270646.42669888,13,Site,1019
770284.610733358,6270643.8118015,13,Site,1020
770288.872459731,6270641.19690412,13,Site,1021
770293.134186104,6270638.58200674,13,Site,1022
770297.395912477,6270635.96710935,13,Site,1023
770301.65763885,6270633.35221197,13,Site,1024
770305.919365223,6270630.73731459,13,Site,1025
770310.181091596,6270628.12241721,13,Site,1026
770314.442817968,6270625.50751982,13,Site,1027
770318.704544341,6270622.89262244,13,Site,1028
770322.966270714,6270620.27772506,13,Site,1029
770327.227997087,6270617.66282767,13,Site,1030
770331.48972346,6270615.04793029,13,Site,1031
770335.751449833,6270612.43303291,13,Site,1032
770340.013176206,6270609.81813553,13,Site,1033
770344.274902579,6270607.20323814,13,Site,1034
770348.536628951,6270604.58834076,13,Site,1035
770352.798355324,6270601.97344338,13,Site,1036
770357.060081697,6270599.35854599,13,Site,1037
770361.32180807,6270596.74364861,13,Site,1038
770365.583534443,6270594.12875123,13,Site,1039
770369.845260816,6270591.51385385,13,Site,1040
770197.127172439,6270703.05967743,14,Site,1041
770201.394222958,6270700.45347715,14,Site,1042
770205.661273478,6270697.84727688,14,Site,1043
770209.928323997,6270695.24107661,14,Site,1044
770214.195374516,6270692.63487633,14,Site,1045
770218.462425035,6270690.02867606,14,Site,1046
770222.729475555,6270687.42247579,14,Site,1047
770226.996526074,6270684.81627551,14,Site,1048
770231.263576593,6270682.21007524,14,Site,1049
770235.530627112,6270679.60387496,14,Site,1050
770239.797677631,6270676.99767469,14,Site,1051
770244.06472815,6270674.39147442,14,Site,1052
770248.33177867,6270671.78527414,14,Site,1053
770252.598829189,6270669.17907387,14,Site,1054
770256.865879708,6270666.5728736,14,Site,1055
770261.132930227,6270663.96667332,14,Site,1056
770265.399980747,6270661.36047305,14,Site,1057
770269.667031266,6270658.75427277,14,Site,1058
770273.934081785,6270656.1480725,14,Site,1059
770278.201132304,6270653.54187223,14,Site,1060
770282.468182823,6270650.93567195,14,Site,1061
770286.735233343,6270648.32947168,14,Site,1062
770291.002283862,6270645.72327141,14,Site,1063
770295.269334381,6270643.11707113,14,Site,1064
770299.5363849,6270640.51087086,14,Site,1065
770303.803435419,6270637.90467059,14,Site,1066
770308.070485939,6270635.29847031,14,Site,1067
770312.337536458,6270632.69227004,14,Site,1068
770316.604586977,6270630.08606976,14,Site,1069
770320.871637496,6270627.47986949,14,Site,1070
770325.138688016,6270624.87366922,14,Site,1071
770329.405738535,6270622.26746894,14,Site,1072
770333.672789054,6270619.66126867,14,Site,1073
770337.939839573,6270617.0550684,14,Site,1074
770342.206890092,6270614.44886812,14,Site,1075
770346.473940612,6270611.84266785,14,Site,1076
770350.740991131,6270609.23646758,14,Site,1077
770355.00804165,6270606.6302673,14,Site,1078
770359.275092169,6270604.02406703,14,Site,1079
770363.542142688,6270601.41786675,14,Site,1080
770367.809193208,6270598.81166648,14,Site,1081
770372.076243727,6270596.20546621,14,Site,1082
770196.043414718,6270700.89216198,14,Site,1083
770200.308544324,6270698.28281926,14,Site,1084
770204.57367393,6270695.67347654,14,Site,1085
770208.838803536,6270693.06413382,14,Site,1086
770213.103933142,6270690.45479109,14,Site,1087
770217.369062748,6270687.84544837,14,Site,1088
770221.634192354,6270685.23610565,14,Site,1089
770225.89932196,6270682.62676293,14,Site,1090
770230.164451566,6270680.0174202,14,Site,1091
770234.429581172,6270677.40807748,14,Site,1092
770238.694710778,6270674.79873476,14,Site,1093
770242.959840384,6270672.18939204,14,Site,1094
770247.22496999,6270669.58004931,14,Site,1095
770251.490099596,6270666.97070659,14,Site,1096
770255.755229202,6270664.36136387,14,Site,1097
770260.020358808,6270661.75202115,14,Site,1098
770264.285488414,6270659.14267842,14,Site,1099
770268.55061802,6270656.5333357,14,Site,1100
770272.815747626,6270653.92399298,14,Site,1101
770277.080877232,6270651.31465026,14,Site,1102
770281.346006838,6270648.70530753,14,Site,1103
770285.611136444,6270646.09596481,14,Site,1104
770289.87626605,6270643.48662209,14,Site,1105
770294.141395656,6270640.87727937,14,Site,1106
770298.406525262,6270638.26793664,14,Site,1107
770302.671654868,6270635.65859392,14,Site,1108
770306.936784474,6270633.0492512,14,Site,1109
770311.20191408,6270630.43990847,14,Site,1110
770315.467043687,6270627.83056575,14,Site,1111
770319.732173293,6270625.22122303,14,Site,1112
770323.997302899,6270622.61188031,14,Site,1113
770328.262432505,6270620.00253758,14,Site,1114
770332.527562111,6270617.39319486,14,Site,1115
770336.792691717,6270614.78385214,14,Site,1116
770341.057821323,6270612.17450942,14,Site,1117
770345.322950929,6270609.56516669,14,Site,1118
770349.588080535,6270606.95582397,14,Site,1119
770353.853210141,6270604.34648125,14,Site,1120
770358.118339747,6270601.73713853,14,Site,1121
770362.383469353,6270599.1277958,14,Site,1122
770366.648598959,6270596.51845308,14,Site,1123
770370.913728565,6270593.90911036,14,Site,1124
770199.139865351,6270704.76272528,15,Site,1125
770203.40388556,6270702.15157004,15,Site,1126
770207.66790577,6270699.54041481,15,Site,1127
770211.93192598,6270696.92925958,15,Site,1128
770216.19594619,6270694.31810434,15,Site,1129
770220.459966399,6270691.70694911,15,Site,1130
770224.723986609,6270689.09579388,15,Site,1131
770228.988006819,6270686.48463865,15,Site,1132
770233.252027029,6270683.87348341,15,Site,1133
770237.516047239,6270681.26232818,15,Site,1134
770241.780067448,6270678.65117295,15,Site,1135
770246.044087658,6270676.04001771,15,Site,1136
770250.308107868,6270673.42886248,15,Site,1137
770254.572128078,6270670.81770725,15,Site,1138
770258.836148287,6270668.20655201,15,Site,1139
770263.100168497,6270665.59539678,15,Site,1140
770267.364188707,6270662.98424155,15,Site,1141
770271.628208917,6270660.37308632,15,Site,1142
770275.892229126,6270657.76193108,15,Site,1143
770280.156249336,6270655.15077585,15,Site,1144
770284.420269546,6270652.53962062,15,Site,1145
770288.684289756,6270649.92846538,15,Site,1146
770292.948309965,6270647.31731015,15,Site,1147
770297.212330175,6270644.70615492,15,Site,1148
770301.476350385,6270642.09499968,15,Site,1149
770305.740370595,6270639.48384445,15,Site,1150
770310.004390805,6270636.87268922,15,Site,1151
770314.268411014,6270634.26153399,15,Site,1152
770318.532431224,6270631.65037875,15,Site,1153
770322.796451434,6270629.03922352,15,Site,1154
770327.060471644,6270626.42806829,15,Site,1155
770331.324491853,6270623.81691305,15,Site,1156
770335.588512063,6270621.20575782,15,Site,1157
770339.852532273,6270618.59460259,15,Site,1158
770344.116552483,6270615.98344735,15,Site,1159
770348.380572692,6270613.37229212,15,Site,1160
770352.644592902,6270610.76113689,15,Site,1161
770356.908613112,6270608.14998166,15,Site,1162
770361.172633322,6270605.53882642,15,Site,1163
770365.436653532,6270602.92767119,15,Site,1164
770369.700673741,6270600.31651596,15,Site,1165
770373.964693951,6270597.70536072,15,Site,1166
770197.127172439,6270703.05967743,15,Site,1167
770201.394222958,6270700.45347715,15,Site,1168
770205.661273478,6270697.84727688,15,Site,1169
770209.928323997,6270695.24107661,15,Site,1170
770214.195374516,6270692.63487633,15,Site,1171
770218.462425035,6270690.02867606,15,Site,1172
770222.729475555,6270687.42247579,15,Site,1173
770226.996526074,6270684.81627551,15,Site,1174
770231.263576593,6270682.21007524,15,Site,1175
770235.530627112,6270679.60387496,15,Site,1176
770239.797677631,6270676.99767469,15,Site,1177
770244.06472815,6270674.39147442,15,Site,1178
770248.33177867,6270671.78527414,15,Site,1179
770252.598829189,6270669.17907387,15,Site,1180
770256.865879708,6270666.5728736,15,Site,1181
770261.132930227,6270663.96667332,15,Site,1182
770265.399980747,6270661.36047305,15,Site,1183
770269.667031266,6270658.75427277,15,Site,1184
770273.934081785,6270656.1480725,15,Site,1185
770278.201132304,6270653.54187223,15,Site,1186
770282.468182823,6270650.93567195,15,Site,1187
770286.735233343,6270648.32947168,15,Site,1188
770291.002283862,6270645.72327141,15,Site,1189
770295.269334381,6270643.11707113,15,Site,1190
770299.5363849,6270640.51087086,15,Site,1191
770303.803435419,6270637.90467059,15,Site,1192
770308.070485939,6270635.29847031,15,Site,1193
770312.337536458,6270632.69227004,15,Site,1194
770316.604586977,6270630.08606976,15,Site,1195
770320.871637496,6270627.47986949,15,Site,1196
770325.138688016,6270624.87366922,15,Site,1197
770329.405738535,6270622.26746894,15,Site,1198
770333.672789054,6270619.66126867,15,Site,1199
770337.939839573,6270617.0550684,15,Site,1200
770342.206890092,6270614.44886812,15,Site,1201
770346.473940612,6270611.84266785,15,Site,1202
770350.740991131,6270609.23646758,15,Site,1203
770355.00804165,6270606.6302673,15,Site,1204
770359.275092169,6270604.02406703,15,Site,1205
770363.542142688,6270601.41786675,15,Site,1206
770367.809193208,6270598.81166648,15,Site,1207
770372.076243727,6270596.20546621,15,Site,1208
770200.223623072,6270707.08506325,16,Site,1209
770204.488655304,6270704.47556137,16,Site,1210
770208.753687537,6270701.86605949,16,Site,1211
770213.018719769,6270699.25655761,16,Site,1212
770217.283752001,6270696.64705573,16,Site,1213
770221.548784233,6270694.03755385,16,Site,1214
770225.813816466,6270691.42805198,16,Site,1215
770230.078848698,6270688.8185501,16,Site,1216
770234.34388093,6270686.20904822,16,Site,1217
770238.608913162,6270683.59954634,16,Site,1218
770242.873945395,6270680.99004446,16,Site,1219
770247.138977627,6270678.38054258,16,Site,1220
770251.404009859,6270675.7710407,16,Site,1221
770255.669042091,6270673.16153882,16,Site,1222
770259.934074324,6270670.55203694,16,Site,1223
770264.199106556,6270667.94253506,16,Site,1224
770268.464138788,6270665.33303318,16,Site,1225
770272.72917102,6270662.7235313,16,Site,1226
770276.994203253,6270660.11402942,16,Site,1227
770281.259235485,6270657.50452754,16,Site,1228
770285.524267717,6270654.89502567,16,Site,1229
770289.789299949,6270652.28552379,16,Site,1230
770294.054332182,6270649.67602191,16,Site,1231
770298.319364414,6270647.06652003,16,Site,1232
770302.584396646,6270644.45701815,16,Site,1233
770306.849428878,6270641.84751627,16,Site,1234
770311.114461111,6270639.23801439,16,Site,1235
770315.379493343,6270636.62851251,16,Site,1236
770319.644525575,6270634.01901063,16,Site,1237
770323.909557807,6270631.40950875,16,Site,1238
770328.17459004,6270628.80000687,16,Site,1239
770332.439622272,6270626.19050499,16,Site,1240
770336.704654504,6270623.58100311,16,Site,1241
770340.969686736,6270620.97150123,16,Site,1242
770345.234718969,6270618.36199936,16,Site,1243
770349.499751201,6270615.75249748,16,Site,1244
770353.764783433,6270613.1429956,16,Site,1245
770358.029815665,6270610.53349372,16,Site,1246
770362.294847898,6270607.92399184,16,Site,1247
770366.55988013,6270605.31448996,16,Site,1248
770370.824912362,6270602.70498808,16,Site,1249
770375.089944594,6270600.0954862,16,Site,1250
770199.139865351,6270704.76272528,16,Site,1251
770203.40388556,6270702.15157004,16,Site,1252
770207.66790577,6270699.54041481,16,Site,1253
770211.93192598,6270696.92925958,16,Site,1254
770216.19594619,6270694.31810434,16,Site,1255
770220.459966399,6270691.70694911,16,Site,1256
770224.723986609,6270689.09579388,16,Site,1257
