X,Y,Rang,Type,ID
770245.287385482,6270647.274463,5,Site,299
770249.556807119,6270644.67214886,5,Site,300
770253.826228756,6270642.06983472,5,Site,301
770258.095650393,6270639.46752058,5,Site,302
770262.36507203,6270636.86520644,5,Site,303
770266.634493667,6270634.2628923,5,Site,304
770270.903915304,6270631.66057816,5,Site,305
770275.173336941,6270629.05826402,5,Site,306
770279.442758578,6270626.45594988,5,Site,307
770283.712180214,6270623.85363574,5,Site,308
770287.981601851,6270621.2513216,5,Site,309
770292.251023488,6270618.64900746,5,Site,310
770296.520445125,6270616.04669332,5,Site,311
770300.789866762,6270613.44437918,5,Site,312
770305.059288399,6270610.84206503,5,Site,313
770309.328710036,6270608.23975089,5,Site,314
770313.598131673,6270605.63743675,5,Site,315
770317.86755331,6270603.03512261,5,Site,316
770322.136974947,6270600.43280847,5,Site,317
770326.406396584,6270597.83049433,5,Site,318
770330.67581822,6270595.22818019,5,Site,319
770334.945239857,6270592.62586605,5,Site,320
770339.214661494,6270590.02355191,5,Site,321
770343.484083131,6270587.42123777,5,Site,322
770347.753504768,6270584.81892363,5,Site,323
770352.022926405,6270582.21660949,5,Site,324
770356.292348042,6270579.61429535,5,Site,325
770360.561769679,6270577.01198121,5,Site,326
770184.276902313,6270681.53934553,5,Site,327
770188.544317541,6270678.93374247,5,Site,328
770192.811732769,6270676.32813942,5,Site,329
770197.079147997,6270673.72253637,5,Site,330
770201.346563225,6270671.11693331,5,Site,331
770205.613978453,6270668.51133026,5,Site,332
770209.881393681,6270665.90572721,5,Site,333
770214.148808909,6270663.30012415,5,Site,334
770218.416224137,6270660.6945211,5,Site,335
770222.683639365,6270658.08891805,5,Site,336
770226.951054593,6270655.48331499,5,Site,337
770231.218469821,6270652.87771194,5,Site,338
770235.485885049,6270650.27210889,5,Site,339
770239.753300277,6270647.66650583,5,Site,340
770244.020715505,6270645.06090278,5,Site,341
770248.288130733,6270642.45529973,5,Site,342
770252.555545961,6270639.84969667,5,Site,343
770256.822961189,6270637.24409362,5,Site,344
770261.090376417,6270634.63849057,5,Site,345
770265.357791645,6270632.03288751,5,Site,346
770269.625206873,6270629.42728446,5,Site,347
770273.892622101,6270626.82168141,5,Site,348
770278.160037329,6270624.21607835,5,Site,349
770282.427452557,6270621.6104753,5,Site,350
770286.694867785,6270619.00487225,5,Site,351
770290.962283013,6270616.39926919,5,Site,352
770295.229698241,6270613.79366614,5,Site,353
770299.497113469,6270611.18806309,5,Site,354
770303.764528697,6270608.58246003,5,Site,355
770308.031943925,6270605.97685698,5,Site,356
770312.299359153,6270603.37125393,5,Site,357
770316.566774381,6270600.76565087,5,Site,358
770320.834189609,6270598.16004782,5,Site,359
770325.101604837,6270595.55444477,5,Site,360
770329.369020065,6270592.94884171,5,Site,361
770333.636435293,6270590.34323866,5,Site,362
770337.903850521,6270587.73763561,5,Site,363
770342.171265749,6270585.13203255,5,Site,364
770346.438680977,6270582.5264295,5,Site,365
770350.706096205,6270579.92082645,5,Site,366
770354.973511433,6270577.31522339,5,Site,367
770359.240926662,6270574.70962034,5,Site,368
770186.908885351,6270685.71955388,6,Site,369
770191.178948971,6270683.11829329,6,Site,370
770195.449012592,6270680.5170327,6,Site,371
770199.719076212,6270677.9157721,6,Site,372
770203.989139833,6270675.31451151,6,Site,373
770208.259203453,6270672.71325091,6,Site,374
770212.529267074,6270670.11199032,6,Site,375
770216.799330694,6270667.51072973,6,Site,376
770221.069394315,6270664.90946913,6,Site,377
770225.339457935,6270662.30820854,6,Site,378
770229.609521556,6270659.70694795,6,Site,379
770233.879585176,6270657.10568735,6,Site,380
770238.149648797,6270654.50442676,6,Site,381
770242.419712417,6270651.90316616,6,Site,382
770246.689776038,6270649.30190557,6,Site,383
770250.959839658,6270646.70064498,6,Site,384
770255.229903279,6270644.09938438,6,Site,385
770259.499966899,6270641.49812379,6,Site,386
770263.77003052,6270638.8968632,6,Site,387
770268.04009414,6270636.2956026,6,Site,388
770272.310157761,6270633.69434201,6,Site,389
770276.580221381,6270631.09308141,6,Site,390
770280.850285002,6270628.49182082,6,Site,391
770285.120348622,6270625.89056023,6,Site,392
770289.390412243,6270623.28929963,6,Site,393
770293.660475863,6270620.68803904,6,Site,394
770297.930539484,6270618.08677845,6,Site,395
770302.200603104,6270615.48551785,6,Site,396
770306.470666725,6270612.88425726,6,Site,397
770310.740730345,6270610.28299666,6,Site,398
770315.010793966,6270607.68173607,6,Site,399
770319.280857587,6270605.08047548,6,Site,400
770323.550921207,6270602.47921488,6,Site,401
770327.820984828,6270599.87795429,6,Site,402
770332.091048448,6270597.27669369,6,Site,403
770336.361112069,6270594.6754331,6,Site,404
770340.631175689,6270592.07417251,6,Site,405
770344.90123931,6270589.47291191,6,Site,406
770349.17130293,6270586.87165132,6,Site,407
770353.441366551,6270584.27039073,6,Site,408
770357.711430171,6270581.66913013,6,Site,409
770361.981493792,6270579.06786954,6,Site,410
770185.515482566,6270683.70686097,6,Site,411
770189.784904203,6270681.10454683,6,Site,412
770194.05432584,6270678.50223269,6,Site,413
770198.323747476,6270675.89991855,6,Site,414
770202.593169113,6270673.29760441,6,Site,415
770206.86259075,6270670.69529027,6,Site,416
770211.132012387,6270668.09297613,6,Site,417
770215.401434024,6270665.49066199,6,Site,418
770219.670855661,6270662.88834785,6,Site,419
770223.940277298,6270660.28603371,6,Site,420
770228.209698935,6270657.68371957,6,Site,421
770232.479120572,6270655.08140543,6,Site,422
770236.748542209,6270652.47909128,6,Site,423
770241.017963845,6270649.87677714,6,Site,424
770245.287385482,6270647.274463,6,Site,425
770249.556807119,6270644.67214886,6,Site,426
770253.826228756,6270642.06983472,6,Site,427
770258.095650393,6270639.46752058,6,Site,428
770262.36507203,6270636.86520644,6,Site,429
770266.634493667,6270634.2628923,6,Site,430
770270.903915304,6270631.66057816,6,Site,431
770275.173336941,6270629.05826402,6,Site,432
770279.442758578,6270626.45594988,6,Site,433
770283.712180214,6270623.85363574,6,Site,434
770287.981601851,6270621.2513216,6,Site,435
770292.251023488,6270618.64900746,6,Site,436
770296.520445125,6270616.04669332,6,Site,437
770300.789866762,6270613.44437918,6,Site,438
770305.059288399,6270610.84206503,6,Site,439
770309.328710036,6270608.23975089,6,Site,440
770313.598131673,6270605.63743675,6,Site,441
770317.86755331,6270603.03512261,6,Site,442
770322.136974947,6270600.43280847,6,Site,443
770326.406396584,6270597.83049433,6,Site,444
770330.67581822,6270595.22818019,6,Site,445
770334.945239857,6270592.62586605,6,Site,446
770339.214661494,6270590.02355191,6,Site,447
770343.484083131,6270587.42123777,6,Site,448
770347.753504768,6270584.81892363,6,Site,449
770352.022926405,6270582.21660949,6,Site,450
770356.292348042,6270579.61429535,6,Site,451
770360.561769679,6270577.01198121,6,Site,452
770188.147465604,6270688.19671439,7,Site,453
770192.414604569,6270685.59065893,7,Site,454
770196.681743534,6270682.98460347,7,Site,455
770200.9488825,6270680.37854801,7,Site,456
770205.216021465,6270677.77249256,7,Site,457
770209.48316043,6270675.1664371,7,Site,458
770213.750299396,6270672.56038164,7,Site,459
770218.017438361,6270669.95432618,7,Site,460
770222.284577326,6270667.34827072,7,Site,461
770226.551716292,6270664.74221527,7,Site,462
770230.818855257,6270662.13615981,7,Site,463
770235.085994222,6270659.53010435,7,Site,464
770239.353133188,6270656.92404889,7,Site,465
770243.620272153,6270654.31799343,7,Site,466
770247.887411118,6270651.71193798,7,Site,467
770252.154550084,6270649.10588252,7,Site,468
770256.421689049,6270646.49982706,7,Site,469
770260.688828014,6270643.8937716,7,Site,470
770264.95596698,6270641.28771614,7,Site,471
770269.223105945,6270638.68166069,7,Site,472
770273.49024491,6270636.07560523,7,Site,473
770277.757383876,6270633.46954977,7,Site,474
770282.024522841,6270630.86349431,7,Site,475
770286.291661806,6270628.25743885,7,Site,476
770290.558800772,6270625.6513834,7,Site,477
770294.825939737,6270623.04532794,7,Site,478
770299.093078702,6270620.43927248,7,Site,479
770303.360217668,6270617.83321702,7,Site,480
770307.627356633,6270615.22716156,7,Site,481
770311.894495598,6270612.6211061,7,Site,482
770316.161634564,6270610.01505065,7,Site,483
770320.428773529,6270607.40899519,7,Site,484
770324.695912494,6270604.80293973,7,Site,485
770328.96305146,6270602.19688427,7,Site,486
770333.230190425,6270599.59082881,7,Site,487
770337.49732939,6270596.98477336,7,Site,488
770341.764468356,6270594.3787179,7,Site,489
770346.031607321,6270591.77266244,7,Site,490
770350.298746286,6270589.16660698,7,Site,491
770354.565885252,6270586.56055152,7,Site,492
770358.833024217,6270583.95449607,7,Site,493
770363.100163182,6270581.34844061,7,Site,494
770186.908885351,6270685.71955388,7,Site,495
770191.178948971,6270683.11829329,7,Site,496
770195.449012592,6270680.5170327,7,Site,497
770199.719076212,6270677.9157721,7,Site,498
770203.989139833,6270675.31451151,7,Site,499
770208.259203453,6270672.71325091,7,Site,500
770212.529267074,6270670.11199032,7,Site,501
770216.799330694,6270667.51072973,7,Site,502
770221.069394315,6270664.90946913,7,Site,503
770225.339457935,6270662.30820854,7,Site,504
770229.609521556,6270659.70694795,7,Site,505
770233.879585176,6270657.10568735,7,Site,506
770238.149648797,6270654.50442676,7,Site,507
770242.419712417,6270651.90316616,7,Site,508
770246.689776038,6270649.30190557,7,Site,509
770250.959839658,6270646.70064498,7,Site,510
770255.229903279,6270644.09938438,7,Site,511
770259.499966899,6270641.49812379,7,Site,512
770263.77003052,6270638.8968632,7,Site,513
770268.04009414,6270636.2956026,7,Site,514
770272.310157761,6270633.69434201,7,Site,515
770276.580221381,6270631.09308141,7,Site,516
770280.850285002,6270628.49182082,7,Site,517
770285.120348622,6270625.89056023,7,Site,518
770289.390412243,6270623.28929963,7,Site,519
770293.660475863,6270620.68803904,7,Site,520
770297.930539484,6270618.08677845,7,Site,521
770302.200603104,6270615.48551785,7,Site,522
770306.470666725,6270612.88425726,7,Site,523
770310.740730345,6270610.28299666,7,Site,524
770315.010793966,6270607.68173607,7,Site,525
770319.280857587,6270605.08047548,7,Site,526
770323.550921207,6270602.47921488,7,Site,527
770327.820984828,6270599.87795429,7,Site,528
770332.091048448,6270597.27669369,7,Site,529
770336.361112069,6270594.6754331,7,Site,530
770340.631175689,6270592.07417251,7,Site,531
770344.90123931,6270589.47291191,7,Site,532
770349.17130293,6270586.87165132,7,Site,533
770353.441366551,6270584.27039073,7,Site,534
770357.711430171,6270581.66913013,7,Site,535
770361.981493792,6270579.06786954,7,Site,536
770189.540868389,6270690.2094073,8,Site,537
770193.807643098,6270687.60275551,8,Site,538
770198.074417808,6270684.99610371,8,Site,539
770202.341192518,6270682.38945192,8,Site,540
770206.607967228,6270679.78280012,8,Site,541
770210.874741938,6270677.17614833,8,Site,542
770215.141516647,6270674.56949654,8,Site,543
770219.408291357,6270671.96284474,8,Site,544
770223.675066067,6270669.35619295,8,Site,545
770227.941840777,6270666.74954115,8,Site,546
770232.208615487,6270664.14288936,8,Site,547
770236.475390196,6270661.53623757,8,Site,548
770240.742164906,6270658.92958577,8,Site,549
770245.008939616,6270656.32293398,8,Site,550
770249.275714326,6270653.71628218,8,Site,551
770253.542489036,6270651.10963039,8,Site,552
770257.809263745,6270648.50297859,8,Site,553
770262.076038455,6270645.8963268,8,Site,554
770266.342813165,6270643.28967501,8,Site,555
770270.609587875,6270640.68302321,8,Site,556
770274.876362585,6270638.07637142,8,Site,557
770279.143137294,6270635.46971962,8,Site,558
770283.409912004,6270632.86306783,8,Site,559
770287.676686714,6270630.25641604,8,Site,560
770291.943461424,6270627.64976424,8,Site,561
770296.210236134,6270625.04311245,8,Site,562
770300.477010844,6270622.43646065,8,Site,563
770304.743785553,6270619.82980886,8,Site,564
770309.010560263,6270617.22315706,8,Site,565
770313.277334973,6270614.61650527,8,Site,566
770317.544109683,6270612.00985348,8,Site,567
770321.810884393,6270609.40320168,8,Site,568
770326.077659102,6270606.79654989,8,Site,569
770330.344433812,6270604.1898981,8,Site,570
770334.611208522,6270601.5832463,8,Site,571
770338.877983232,6270598.97659451,8,Site,572
770343.144757942,6270596.36994271,8,Site,573
770347.411532651,6270593.76329092,8,Site,574
770351.678307361,6270591.15663912,8,Site,575
770355.945082071,6270588.54998733,8,Site,576
770360.211856781,6270585.94333554,8,Site,577
770364.478631491,6270583.33668374,8,Site,578
770188.147465604,6270688.19671439,8,Site,579
770192.414604569,6270685.59065893,8,Site,580
770196.681743534,6270682.98460347,8,Site,581
770200.9488825,6270680.37854801,8,Site,582
770205.216021465,6270677.77249256,8,Site,583
770209.48316043,6270675.1664371,8,Site,584
770213.750299396,6270672.56038164,8,Site,585
770218.017438361,6270669.95432618,8,Site,586
770222.284577326,6270667.34827072,8,Site,587
770226.551716292,6270664.74221527,8,Site,588
770230.818855257,6270662.13615981,8,Site,589
770235.085994222,6270659.53010435,8,Site,590
770239.353133188,6270656.92404889,8,Site,591
770243.620272153,6270654.31799343,8,Site,592
770247.887411118,6270651.71193798,8,Site,593
770252.154550084,6270649.10588252,8,Site,594
770256.421689049,6270646.49982706,8,Site,595
770260.688828014,6270643.8937716,8,Site,596
770264.95596698,6270641.28771614,8,Site,597
770269.223105945,6270638.68166069,8,Site,598
770273.49024491,6270636.07560523,8,Site,599
770277.757383876,6270633.46954977,8,Site,600
770282.024522841,6270630.86349431,8,Site,601
770286.291661806,6270628.25743885,8,Site,602
770290.558800772,6270625.6513834,8,Site,603
770294.825939737,6270623.04532794,8,Site,604
770299.093078702,6270620.43927248,8,Site,605
770303.360217668,6270617.83321702,8,Site,606
770307.627356633,6270615.22716156,8,Site,607
770311.894495598,6270612.6211061,8,Site,608
770316.161634564,6270610.01505065,8,Site,609
770320.428773529,6270607.40899519,8,Site,610
770324.695912494,6270604.80293973,8,Site,611
770328.96305146,6270602.19688427,8,Site,612
770333.230190425,6270599.59082881,8,Site,613
770337.49732939,6270596.98477336,8,Site,614
770341.764468356,6270594.3787179,8,Site,615
770346.031607321,6270591.77266244,8,Site,616
770350.298746286,6270589.16660698,8,Site,617
770354.565885252,6270586.56055152,8,Site,618
770358.833024217,6270583.95449607,8,Site,619
770363.100163182,6270581.34844061,8,Site,620
770191.089093705,6270691.91245515,9,Site,621
770195.356786625,6270689.30730695,9,Site,622
770199.624479545,6270686.70215875,9,Site,623
770203.892172464,6270684.09701055,9,Site,624
770208.159865384,6270681.49186235,9,Site,625
770212.427558304,6270678.88671415,9,Site,626
770216.695251224,6270676.28156595,9,Site,627
770220.962944143,6270673.67641775,9,Site,628
770225.230637063,6270671.07126955,9,Site,629
770229.498329983,6270668.46612135,9,Site,630
770233.766022903,6270665.86097315,9,Site,631
770238.033715823,6270663.25582495,9,Site,632
770242.301408742,6270660.65067675,9,Site,633
